"Начни рисовать. Пошаговые техники для тех, кто хочет стать художником за 5 минут",Лутц Э.,"С первых страниц шаг за шагом читатель знакомится с такими понятиями, как линейный рисунок, создание иллюзии объема, точность изображения, тональная проработка, создание сбалансированной композиции и рисование лица человека в анфас и в профиль. Каждая тема сопровождается подробнейшими пошаговыми объяснениями и большим количеством примеров, а формат А4 не позволит упустить ни одной детали!Также книга содержит примеры и подсказки от художников, обучавшихся по аналогичной методике. Набирайтесь вдохновения, изучайте инструкции и рисуйте!Для кого эта книгаДля тех, кто всегда мечтал научиться рисовать. Для начинающих художников.",6 500 тг,1,Эксмо,2018 г.,9785001173953,152,Твердый,275 мм x 195 мм,610 г.,http://www.bookcity.kz/content/images/thumbs/5127409_1459902.jpeg
Не болит голова у дятла и другие киносценарии,Клепиков Ю.,"В сборник вошли избранные сценарии известного российского кинодраматурга Юрия Клепикова ""Год спокойного солнца"", ""Летняя поездка к морю"", ""Не болит голова у дятла"" и другие, а также рассказы и повесть ""Записки бывшего мальчика"".",2 300 тг,0,Амфора,2008 г.,9785901586129,464,Твердый,206 мм x 133 мм,455 г.,http://www.bookcity.kz/content/images/thumbs/4955294_1324059.jpeg
Не утоливший жажды,Гордон А.,"Александр Гордон - кинорежиссер и сценарист - был с юности связан с Андреем Тарковским и дружескими, и семейными отношениями. Учеба во ВГИКе, превращение подающего надежды режиссера в гениального творца, ожесточенная борьба создателя ""Андрея Рублева"" и ""Соляриса"" с чиновниками Госкино - все это происходило на глазах мемуариста. Используя богатый документальный материал, А.Гордон рисует натуру страстную и бескомпромиссную во всем, будь то искусство или личная жизнь...",1 900 тг,2,Вагриус,2007 г.,9785969703414,400,Твердый,200 мм x 130 мм,442 г.,http://www.bookcity.kz/content/images/thumbs/5019511_1340385.jpeg
Небо. Самые лучшие фотографии,Манферто де Фабианис В.,"Вниманию читателей предлагается красочный альбом с фотографиями неба. Авторы альбома в своих работах преподносят небо как уникальную красоту, как небесную стихию - таким, каким мы редко его видим.",13 700 тг,0,АСТ,2006 г.,9785170362080,736,Твердый,180 мм x 170 мм,1582 г.,http://www.bookcity.kz/content/images/thumbs/5029914_1351894.jpeg
Ни дня без акварели,Рейни Д.,Неизвестно,8 200 тг,5,Попурри,2018 г.,9789851535350,Твердый,250 мм x 210 мм,15 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5123358_1456060.jpeg
"Ни дня без кисти. Как рисовать часто и понемногу, сохранять свежий взгляд, не бояться экспериментов, быть уверенным и свободным в творчестве",Неизвестно,"О чем эта книга Уникальный подход даст новый толчок креативности, творческим экспериментам и профессиональному росту и поможет поднять продажи художникам всех уровней, как начинающим, так и состоявшимся. Хотите снова обрести радость творчества? Приходилось ли вам сталкиваться с чередой разочарований? У вас проблемы в сотрудничестве с галереями, вы погрязли в проектах, которые не можете ни закончить, ни забросить, а может быть, даже ищете повод не ходить в мастерскую? Автор Кэрол Марин знает точно, что вы чувствуете - ей тоже пришлось преодолевать творческий кризис, и в этом ей помогла ""ежедневная живопись"". Идея проста: пишите картины (как правило, миниатюры) как можно чаще (так часто, как сможете), и если хотите - публикуйте онлайн и продавайте. Вскоре вы заметите, как кризис все реже дает о себе знать, а вы гордитесь своими произведениями - больше, чем когда-либо могли себе представить! С помощью вдохновляющей информации и полезных упражнений Кэрол Марин научит вас: ...",12 400 тг,4,"Манн, Иванов и Фербер",2016 г.,9785001003045,192,Твердый,215 мм x 145 мм,660 г.,http://www.bookcity.kz/content/images/thumbs/5093895_1431809.jpeg
Никас Великолепный,Стефанович А.Б.,"Сколько миллионов заработал Никас Сафронов? Какие женщины ему нравятся? Как ему позировали мировые знаменитости? Как его вербовали спецслужбы? Как рождаются его фантазии? Является ли он ""проектом ФСБ""? Как его предавали друзья и возлюбленные? Сколько раз он умирал? О чем он беседует с королями и президентами? Как он обрел такую славу? Об этом и многом другом рассказывает новая сенсационная книга известного писателя и кинорежиссера Александра Стефановича.",5 500 тг,0,Рипол Классик,2011 г.,9785386031145,352,Твердый,215 мм x 170 мм,1090 г.,http://www.bookcity.kz/content/images/thumbs/5005397_1327708.jpeg
Николай Андреев,Неизвестно,"Николай Андреев начинал, как и многие его современники, портретистом в собственном провинциальном фотоателье и поднялся на уровень крупнейшего мастера, стиль которого отличался лирическим психологизмом и глубоким философским осмыслением простых на первый взгляд объектов съемки. Избрав пейзаж ведущим жанром творчества, Андреев стал виртуозом в передаче времен года, умевшим искусно сочетать графическую точность образов с символической мягкостью силуэтов. Искусство съемки было подкреплено прекрасным владением различными техниками печати - желатиносеребряной, карбоновой, бромойлем. В 1920-1930-е годы работы Андреева многократно занимали призовые места на международных выставках в Европе и Америке, достойно представляя отечественный пикториализм. Андреев - образец художника, который в трагическое время диктата советской массовой культуры остался верным себе и лучшим традициям русской живописной фотографии.",3 600 тг,0,Арт-Родник,2010 г.,9785404000238,96,Прочий,9 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5012756_1334162.jpeg
Новолуние. Иллюстрированный путеводитель по фильму,Ваз М.К.,"Творческая команда оскаровского номинанта Криса Вайца экранизировала вторую книгу романтической вампирской саги Стефани Майер. Этот иллюстрированный путеводитель по фильму дает читателю уникальную возможность увидеть съемочный процесс изнутри.   Автор мировых бестселлеров Марк Котта Ваз приглашает в увлекательное путешествие по закулисному миру кинематографа. Эксклюзивные фотографии, интервью с актерами и членами съемочной группы, рассказы о декорациях и костюмах, о том, где режиссер черпал вдохновение, и как создавались самые эффектные сцены, - все это вы найдете в книге ""Новолуние. Иллюстрированный путеводитель по фильму"".",3 800 тг,0,АСТ,2010 г.,9785170646333,144,Мягкий,290 мм x 220 мм,583 г.,http://www.bookcity.kz/content/images/thumbs/5034065_1355837.jpeg
Новый полный биографический словарь русских художников,Коновалов Э.Г.,"Предлагаемый читателю словарь содержит краткие биографические справки о русских живописцах, графиках, иконописцах, художниках-миниатюристах, граверах, скульпторах, медальерах и мозаичистах начиная с древнейших времен и кончая художниками XX века, творческая деятельность которых началась до 1917 года.",3 000 тг,0,Эксмо,2012 г.,9785699536146,624,Твердый,215 мм x 145 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5009181_1331757.jpeg
Новый энциклопедический словарь изобразительного искусства. Том 1,Власов В.Г.,"Книга написана одним человеком, художником-живописцем и графиком, историком и теоретиком искусства, который в течение двадцати лет изучал и систематизировал огромный материал из истории изобразительного искусства. Впервые в одной энциклопедии вы можете прочитать не только об истории отдельных видов искусства - живописи, архитектуры, скульптуры, декоративно-прикладного искусства, но также почерпнуть сведения из всемирной истории, античной мифологии и христианской иконографии.",2 200 тг,0,Азбука-Аттикус,2004 г.,9785352011270,576,Твердый,240 мм x 170 мм,938 г.,http://www.bookcity.kz/content/images/thumbs/5047394_1370143.jpeg
Новый энциклопедический словарь изобразительного искусства. Том 2,Власов В.Г.,"В работе В.Г.Власова предмет искусства понимается намного шире, чем это принято в академической традиции. Автор стремится объединить термины философии, эстетики, истории искусства разных видов и жанров, рассмотреть обстоятельства создания отдельных памятников архитектуры, произведений живописи, графики, скульптуры, декоративного и прикладного искусства через слово - через этимологию, имена мифологических персонажей, исторических лиц и литературных героев, наименования тем и сюжетов. Эта работа предлагает по-новому осмыслить очевидные вещи и привычные предметы вокруг искусства.",2 200 тг,0,Азбука-Аттикус,2004 г.,9785352012055,728,Твердый,240 мм x 170 мм,1120 г.,http://www.bookcity.kz/content/images/thumbs/5046962_1368819.jpeg
Новый энциклопедический словарь изобразительного искусства. Том 4,Власов В.Г.,"Впервые в одной энциклопедии - сведения обо всех видах изобразительного искусства, а также статьи о всемирной истории, мифологии и христианской иконографии. В работе В.Г.Власова предмет искусства понимается намного шире, чем это принято в академической традиции. Автор стремится объединить термины философии, эстетики, истории искусства разных видом и жанров, рассмотреть обстоятельства создания отдельных памятников архитектуры, произведений живописи, графики, скульптуры, декоративного и прикладного искусства через слово - через этимологию, имени мифологических персонажей, исторических лиц и литературных героев, наименования тем и сюжетов. Эта работа предлагает по-новому осмыслить очевидные вещи и привычные предметы споров вокруг искусства.",3 300 тг,0,Азбука-Аттикус,2006 г.,9785352017593,766,Твердый,240 мм x 170 мм,1190 г.,http://www.bookcity.kz/content/images/thumbs/5046964_1368766.jpeg
"Нота. Жизнь Рудольфа Баршая, рассказанная им в фильме Олега Дормана",Дорман О.,"Дирижер Рудольф Баршай принадлежал к плеяде великих музыкантов ХХ века. Созданный им в конце пятидесятых Московский камерный оркестр покорил публику во всем мире.  На склоне лет, в Швейцарии, перед камерой кинорежиссера Олега Дормана Баршай вспоминает о своем скитальческом детстве, о юности в годы войны, о концертах на передовой, о любви и потерях, о своих легендарных учителях, друзьях и коллегах - Д. Шостаковиче, И. Менухине, М. Ростроповиче, И. Стравинском.",3 500 тг,2,АСТ,2015 г.,9785170797295,352,Твердый,215 мм x 145 мм,610 г.,http://www.bookcity.kz/content/images/thumbs/5016868_1338402.jpeg
О пережитом. Воспоминания,Нестеров М.В.,"Мемуары одного из крупнейших русских живописцев конца XIX - первой половины XX века М.В.Нестерова живо и остро повествуют о событиях художественной, культурной и общественно-политической жизни России на переломе веков, рассказывают о предках и родственниках художника. В книгу впервые включены воспоминания о росписи и освящении Владимирского собора в Киеве и храма Покрова Марфо-Мариинской обители милосердия в Москве. Исторически интересны впечатления автора от встреч с императором Николаем Александровичем и его окружением, от общения с великой княгиней Елизаветой Федоровной в период создания ею обители. В книге помещены ранее не публиковавшиеся материалы и иллюстрации из семейных архивов Н.М.Нестеровой - дочери художника и М.И. и Т.И.Титовых - его внучек.",3 400 тг,0,Молодая гвардия,2006 г.,9785235026780,640,Твердый,206 мм x 133 мм,632 г.,http://www.bookcity.kz/content/images/thumbs/5012005_1336225.jpeg
Обнаженная натура,Нардин В.,"Фотография ню - это искусство на грани. Она должна не просто вызвать желание, но зацепить красотой линий тела, построением кадра, игрой света и тени, оригинальной идеей. Альбом молодого фотографа Вадима Нардина - это изящное сочетание эротический фантазий, красивых женщин и неординарных задумок. Именно то, что не стыдно подарить знакомому или положить на свой журнальный столик в гостиной. Великие фотографы - Хельмут Ньютон, Нобуеси Араки работали в этой теме. И вот теперь на сцене новый художник - Вадим Нардин. Почему мы решили издать эту книгу. Нам очень понравились фотографии Вадима в его блоге, и мы решили, что они будут хороши на бумаге. Часть фотографий была специально сделана для этого альбома. Фотоальбом на отличной бумаге, в хорошем оформлении - прекрасный подарок почти к любому событию. Почему бы не порадовать вас, наших читателей, еще одной красивой книгой, которая будет уместна и в квартире холостяка и в гостиной молодой современной пары....",6 800 тг,0,"Манн, Иванов и Фербер",2011 г.,9785916571950,150,Твердый,16 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5008447_1329843.jpeg
Огюст Ренуар. Биография. Картины. История создания,Журавлева М.О.,"Ренуар является одним из крупнейших живописцев XIX века и одним из важнейших и интереснейших представителей импрессионизма. Картины его всегда легкоузнаваемы благодаря изысканности живописных приемов и сюжетной легкости. Французский критик Октав Мирбо писал о художнике: «Ренуар кажется одним из тех, чья слава неоспорима... Ренуар пишет, как дышит... Существуют люди, предающиеся искушению все ощупывать взглядом. Рука Ренуара создана для того, чтобы изображать счастье, которое испытывает взгляд».",1 900 тг,2,Рипол Классик,2018 г.,9785386104429,40,Мягкий,290 мм x 220 мм,150 г.,http://www.bookcity.kz/content/images/thumbs/5123031_1455759.jpeg
Омерзительное искусство. Юмор и хоррор шедевров живописи,Багдасарова С.,"Омерзительное искусство - это новый взгляд на классическое мировое искусство, покорившее весь мир. Давайте взглянем на него со стороны Уголовного кодекса?София Багдасарова (Шакко) - нетривиальный персонаж в мире искусства, а также обладатель премии ""Лучший ЖЖ блог"" 2017 года.  Знаменитые сюжеты мифологии, рассказанные с такими подробностями, что поневоле все время хватаешься за сердце и Уголовный кодекс! Да, в детстве мы такого про героев и богов точно не читали…  Людоеды, сексуальные фетишисты и убийцы: оказывается, именно они - персонажи шедевров, наполняющих залы музеев мира. После этой книги вы начнете смотреть на живопись совершенно по-новому, везде видеть скрытые истории и тайные мотивы.А чтобы не было так страшно, все это подано через призму юмора. Но не волнуйтесь, никакого разжигания и оскорбления чувств верующих – только эстетических и нравственных.",6 800 тг,5,Эксмо,2018 г.,9785040887170,296,Твердый,215 мм x 170 мм,501 г.,http://www.bookcity.kz/content/images/thumbs/5117201_1450134.jpeg
Оператор. Пространство. Кадр,Медынский С.Е.,"В книге дан творческий анализ одного из операторских приемов - панорамирования. Обоснованы и систематизированы принципы использования панорам различного типа, прокомментированы результаты их применения. Помимо теоретических положений автором даны советы по технологии использования приемов в зависимости от поставленных творческих задач, стоящих перед съемочной группой. Пособие рассчитано на студентов, операторов и режиссеров кино и телевидения.",2 600 тг,5,Аспект-Пресс,2019 г.,9785756708202,112,Мягкий,215 мм x 145 мм,135 г.,http://www.bookcity.kz/content/images/thumbs/5117172_1450110.jpeg
Определитель стоимости живописи,Соловьев В.Д.,"""Определитель стоимости живописи"" предназначен для оперативной оценки произведений 120000 художников мира. Рассчитан как на профессионалов, так и на любителей, а также может быть полезен для работников музеев и страховых компаний.",38 900 тг,0,Эксперт-клуб,2005 г.,9785998810053,1436,240 мм x 170 мм,60 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5036559_1358726.jpeg
Орнамент. XV–XIX века,Неизвестно,В настоящем альбоме представлены орнаменты периода XV-XIX веков.,14 000 тг,0,Белый город,2016 г.,9785779347501,106,Мягкий,7 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5085414_1424228.jpeg
Освещение при фотосъемке обнаженной натуры,Эванс Д.,"Вопреки распространенному мнению, совершенная гламурная фотография вовсе не исчерпывается изображением идеальных форм натурщицы в красивом окружении. Совершенная фотография, в отличие от просто хорошей, требует тонкого понимания света, что позволит вам, фотографу, буквально расцветить вашу модель, подобно художнику, который пишет маслом на холсте, с той только разницей, что вы работаете не красками, а светом. Если вы знаете основы работы с освещением, вы способны подчеркнуть наиболее выгодные стороны натурщицы, подать ее в том стиле и настроении, в каком только пожелаете. Разница между средним фотографом и опытным мастером состоит в том, что первый просто отобразит то, что видит, а мастер сначала создаст картину и лишь затем нажмет кнопку спуска чтобы ее запечатлеть. Именно об этом и написана эта книга: об освещении при съемке внутри и вне помещений, о месте съемок и о том, как стать профессионалом. Прежде всего, мы разберем типы оборудования - пленочного или цифрового. Затем...",4 700 тг,4,Арт-Родник,2005 г.,9785956100950,160,Твердый,17 мм,"

                                                История покойного мистера Элвишема, Первые люди на Луне",http://www.bookcity.kz/content/images/thumbs/5029106_1353090.jpeg
Основы каллиграфии и леттеринга. Прописи,Рольская А.,"Умение писать и рисовать буквы - настоящее искусство. Но главное в этом занятии - непременное удовольствие, которое вы получаете от создания красоты. Леттеринг и каллиграфия не сакральное знание - каждый из нас способен постичь это мастерство. Нужны лишь прописи для начинающих и самые простые инструменты. А талант, поверьте, есть у каждого. С помощью этой книги вы сможете создавать оригинальные буквенные композиции: нарисовать постер, украсить скетчбук, начертить меню на меловой доске. Они универсальны: с ними можно оттачивать и элегантную каллиграфию, и динамичный леттеринг, который превращает обычный текст в эффектное высказывание.",11 300 тг,4,"Манн, Иванов и Фербер",2019 г.,9785001460251,Мягкий,25 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129603_1462043.jpeg
Основы рисования,Неизвестно,"Искусство карандашного рисунка универсально -это и небольшой набросок предмета и сложная композиция, с полным диапазоном тональных оттенков. Художники, работы которых представлены в этой книге, создали свой собственный, особый подход к рисунку, отраженный в многочисленных и универсальных уроках.  С помощью простых пошаговых упражнений,  вы освоите как отдельные детали пейзажа, натюрморта и портрета: деревья, облака, цветы и фрукты, отдельные черты лица и фигуру человека, так и научитесь рисовать сложные композиции. Следуя инструкциям и описаниям, представленным в этой книге, вы обретете так необходимое вам вдохновение.",2 400 тг,5,АСТ,2016 г.,9785170999972,144,Мягкий,10 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127967_1460457.jpeg
От копирования к абстракции,Майер В.,"Свободный художник Вернер Майер приглашает читателей в путешествие, ведущее от обычного изображения действительности к чистой абстракции. Основой его системы является изучение изображаемого сюжета с самых разных точек зрения и поиск в нем новых, иногда совсем неожиданных аспектов. Для широкого круга любителей искусства.",4 800 тг,0,Попурри,2016 г.,9789851529144,112,Мягкий,290 мм x 220 мм,450 г.,http://www.bookcity.kz/content/images/thumbs/5093076_1430979.jpeg
Откройте в себе художника,Эдвардс Б.,"Изданная общим тиражом более 2,5 миллиона экземпляров и переведенная на семнадцать языков книга ""Откройте в себе художника"" является самым популярным в мире учебником рисования. Независимо от того, считаете ли вы, что не имеете способностей к рисованию и вам не под силу овладеть этим искусством, или любите рисовать, но никак не можете подняться выше детского уровня, эта книга объяснит, как выработать навыки, которых вам недостает. Даже если вы рисуете на профессиональном уровне, она поможет вам обрести больше уверенности в своих способностях и углубить навыки художественного восприятия. Для широкого круга начинающих художников-графиков.",8 200 тг,5,Попурри,2017 г.,9789851532816,368,Твердый,240 мм x 170 мм,860 г.,http://www.bookcity.kz/content/images/thumbs/5107689_1444006.jpeg
Откройте в себе художника. Рабочая тетрадь,Эдвардс Б.,"Это учебное пособие является важным дополнением к книге ОТКРОЙТЕ В СЕБЕ ХУДОЖНИКА, ставшей миро­вым бестселлером. Подробные объяснения и продуманные упражнения на формирование пяти базовых навы­ков помогут читателям овладеть искусством рисования. Каждое из сорока предложенных упражнений включает в себя короткое вступление, постановку задачи, лист для рисования, а также полезные замечания. Для широкого круга читателей.",7 600 тг,0,Попурри,2015 г.,9789851526679,168,Мягкий,290 мм x 220 мм,570 г.,http://www.bookcity.kz/content/images/thumbs/5063504_1403897.jpeg
Отрыв и другие киносценарии,Миндадзе А.,"В книгу отечественного киносценариста Александра Миндадзе вошли его самые известные сценарии ""Плюмбум, или Опасная игра"", ""Пьеса для пассажира"", ""Остановился поезд"", поставленные режиссером Вадимом Абдрашитовым, ""Космос, как предчувствие"" Алексея Учителя, а также сценарий нового фильма ""Отрыв"", экранизация которого - режиссерский дебют самого Александра Миндадзе.",2 000 тг,2,Амфора,2007 г.,9785367005226,784,Твердый,200 мм x 130 мм,703 г.,http://www.bookcity.kz/content/images/thumbs/5087210_1330639.jpeg
Охота в европейской живописи,Панкратов В.,"В книге-альбоме В.В.Панкратова ""Охота в европейской живописи"" рассказывается о живописцах и графиках двадцати двух стран Европы, выбравших для своих работ охотничью тематику. Автор знакомит с историей создания живописных и графических произведений, запечатлевших сцены различных видов охоты на протяжении последних двадцати столетий. Книга содержит интересные сведения о жизненном и творческом пути всемирно известных и малознакомых европейских художников.",11 200 тг,4,Вече,2007 г.,9785953320351,392,Твердый,290 мм x 220 мм,1898 г.,http://www.bookcity.kz/content/images/thumbs/5011624_1333437.jpeg
Павел Луспекаев. Белое солнце пустыни,Неизвестно,"Подростком он попал в партизанский отряд, участвовал в боевых операциях разведгруппы, был ранен. А в 44-м уже выходил на сцену Ворошиловградского драмтеатра... Биография Павла Луспекаева - сама по себе сюжет для целого романа. Собственно, кинорежиссер Василий Ермаков его и написал. Это не просто взгляд со стороны. Актер самобытного дарования и мощного темперамента предстает на страницах его книги земным человеком, которому ничто не чуждо, сильной, незаурядной личностью, способной на самопожертвование. Артист прожил всего 43 года. Тяжелый недуг заставил расстаться с любимой сценой БДТ. Оставалось кино. После ампутации второй ступни он сыграл роль легендарного таможенника Верещагина в фильме В.Мотыля ""Белое солнце пустыни"", которая принесла ему настоящий триумф. И поверить в то, что в роли этого здоровяка-богатыря снимался смертельно больной актер, до сих пор просто невозможно.",3 000 тг,0,Алгоритм,2012 г.,9785443801254,320,Твердый,200 мм x 130 мм,377 г.,http://www.bookcity.kz/content/images/thumbs/5096956_1434963.jpeg
"Парадокс. Книга 1, 2",Шерлинг Ю.,"""Осенью прошлого года во время деловой поездки в Нью-Йорк меня пригласили на новогодний (по иудейскому календарю) праздник в театральный зал ""Миллениум"". Открывая вечер, на котором присутствовало много иммигрантов из бывшего СССР, ведущая сообщила, что в зале находится создатель и главный режиссер Камерного еврейского музыкального театра Юрий Шерлинг, то есть я. …В антракте зрители окружили меня. Расспрашивали о моей судьбе, о семье, сетовали на то, что возродить театр не удается. Говорили о неоценимой роли, которую сыграли его спектакли в их поединке с советскими властями за свободную, достойную жизнь, за право самому выбирать страну проживания. А молодые, никогда не видевшие наших спектаклей и знавшие о них лишь от старших, интересовались, где можно прочитать о театре, его спектаклях, артистах... Нигде! И я понял, что рассказать об этом театре, сохранить в истории истинный подвиг его коллектива в темные времена советского тотального антисемитизма, когда творческая...",2 500 тг,0,Феникс,2007 г.,9785222109199,422,Твердый,240 мм x 170 мм,802 г.,http://www.bookcity.kz/content/images/thumbs/5030055_1351674.jpeg
Пелопонес. Искусство и история,Неизвестно,"Любовь к стране предполагает, прежде всего, знакомство с ее историей, с ее характерными чертами, с общественным и культурным достоянием. В мире совсем мало мест, где сущность народа так осязаемо ощутима, как на Пелопоннесе. В этом альбоме собрана масса фотографий, отражающих основные достопримечательности этой страны. Формат: 19,5 cм x 27,5 cм.",4 100 тг,3,Bonechi,1999 г.,9788847602007,128,8 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5008266_1331686.jpeg
"Первая встреча,последняя встреча...",Валуцкий В.,"В сборник вошли сценарии и статьи известного российского кинодраматурга Владимира Валуцкого, в том числе сценарии к фильмам ""Начальник Чукотки"", ""Ярославна, королева Франции"", ""Зимняя вишня"" и др.",2 300 тг,1,Амфора,2008 г.,9785367006728,495,Твердый,200 мм x 130 мм,490 г.,http://www.bookcity.kz/content/images/thumbs/5003065_1325221.jpeg
Первые уроки рисования и живописи. Натюрморт,Хамм Д.,"Если вы обратили внимание на эту книгу, то наверняка хотите научиться рисовать. А с чего же начать новичку, как не с натюрморта? Джек Хамм, суперпопулярный автор пособий по изобразительному искусству, долгие годы преподававший в университете, на примерах множества иллюстраций познакомит вас с основами рисования и живописи, расскажет о наиболее распространенных ошибках и научит тем маленьким хитростям, которые и делают из начинающего художника профессионала. И не думайте, что натюрморт - это работа для ""чайников"", недостойная кисти мастера. Поверьте, прежде чем создать свои бессмертные шедевры, великие живописцы тоже годами рисовали вазы, кувшины и фрукты. А с замечательными книгами Джека Хамма вы сможете довести свой талант до совершенства гораздо быстрее.",4 100 тг,1,Попурри,2014 г.,9789851520363,128,Мягкий,290 мм x 220 мм,301 г.,http://www.bookcity.kz/content/images/thumbs/5055862_1398315.jpeg
Пикассо. Графическая биография,"Бирман Ж., Убрери К.","О книгеЭта графическая биография - история превращения Пабло Пикассо в титана мирового искусства. Авторы комикса, Жюли Бирман и Клеман Убрери, постепенно вовлекают читателя в насыщенную жизнь художника, рассказывая не простую историю любви, дружбы, вражды и о поисках Пикассо своего места в мире современного искусства. Как и многие художники того времени, он начинал карьеру в нищите, жил на Мормарте и сходил с ума при взгляде на Фернанду Оливье. Однако постепенно, шаг за шагом, пробуя себя в разных ипостасях, Пикассо стал основоположником нового направления в живописи - кубизма.",17 100 тг,3,"Манн, Иванов и Фербер",2018 г.,9785001174646,344,Твердый,290 мм x 205 мм,501 г.,http://www.bookcity.kz/content/images/thumbs/5131648_1464014.jpeg
Письма Ван Гога,Ван Гог,"?Эпистолярное наследие Винсента Ван Гога включает в себя более семисот писем, которые открывают нам правду о судьбе художника, чье искусство оставалось безвестным при его жизни и признано бесценным в наши дни. В этих письмах содержатся его размышления о жизни и искусстве, а также отражена эволюция его теоретических принципов. Собственное слово Ван Гога опровергает сложившееся общее мнение о нем как о безумце и раскрывает истинный масштаб яркого, экспрессивного искусства этого мастера.",3 300 тг,4,АСТ,2018 г.,9785171071387,400,Твердый,17 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120505_1453304.jpeg
