Беседы с шахматным психологом-2,Лысенко С.,"Продолжение популярнейшей книги. Сергей Лысенко представит целую россыпь новых психотехник, освоение которых благотворно повлияет на вашу игровую практику, а также заметно (и главное, быстро!) укрепит психофизическое состояние. О психологии шахматной борьбы до сих пор написано до обидного мало. Тем и интереснее будет знакомство с предлагаемой книгой. Ее автор, высококвалифицированный психиатр, психолог и «по совместительству» - сильный шахматист. Для широкого круга любителей шахмат и психологии.",2 200 тг,1,Русский шахматный дом,2016 г.,9785946934626,104,Мягкий,215 мм x 145 мм,7 мм,135 г.,http://www.bookcity.kz/content/images/thumbs/5089451_1427492.jpeg
Беспощадная истина,Тайсон М.,"Невероятно искренняя, брутальная и драматичная автобиография Майка Тайсона. Он стал легендой мирового бокса, но его жизнь вне ринга была не менее яростной и бесшабашной, чем его бои. В Майке Тайсоне уживаются несколько личностей - безжалостный боец и ироничный философ, осужденный преступник и бродвейский шоумен, ранимый подросток и неуемный бабник... Парнишка из гетто, ставший самым молодым абсолютным чемпионом мира в тяжелой весовой категории, принявший это как должное - и так и не научившийся с этим жить. Миллионер в одночасье оказавшийся нищим, осужденный за преступление, которое не совершал, и выходивший безнаказанным из таких передряг, которые грозили ему пожизненным заключением. Алкоголик и наркоман, сумевший обуздать своих демонов. Он был абсолютно беспощаден к своим противникам на ринге. Он и теперь абсолютно беспощаден - к себе и к читателю. Но только такая безжалостная искренность и позволила ему примириться с самим собой, восстановить достоинство и самоуважение,...",4 300 тг,5,Эксмо,2016 г.,9785699851218,640,Твердый,200 мм x 130 мм,29 мм,585 г.,http://www.bookcity.kz/content/images/thumbs/5100250_1437007.jpeg
Библия хоккейного тренера,Бертанья Д.,"Тактика и стратегия от 16 хоккейных топ-тренеров США. Сборник, составленный из материалов известных хоккейных тренеров США, которые делятся собственным опытом работы. Большинство авторов работают в американских студенческих командах. Некоторые из них раньше трудились в профессиональном хоккее. Авторы рассматривают широкий спектр вопросов от философских аспектов до технических сторон игры.",10 500 тг,0,Спорт,2016 г.,9785906839565,208,Мягкий,13 мм,465 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5099553_1435582.jpeg
Ближний Восток: вдоль и поперек,Павлюк С.,"Книга профессионального путешественника и географа-страноведа Семена Павлюка - настоящий травелог. Иными словами, ""путевой дневник"", посвященный странам Ближнего Востока: Турции, Северному Кипру, Ирану и Сирии, куда наш ученый автор отправился с рюкзаком. Размышления и эмоциональные переживания путешественника дополнены комментариями, советами, пояснениями, фактическими данными и, конечно, видеорядом.",4 800 тг,4,Китони,2009 г.,9785916790092,256,Мягкий,215 мм x 170 мм,20 мм,520 г.,http://www.bookcity.kz/content/images/thumbs/5015101_1336344.jpeg
Блокнот шахматёнка,Костров В.В,"Блокнотик, который появился у тебя, очень полезная вещь. Тебе хватит его на целый учебный год. Свои первые шахматные шажки — ходы ты сделаешь и запишешь на этих страничках. Вначале БЛОКНОТ очень похож на знакомые тебе прописи. Первые странички нужны для того, чтобы ты научился записывать новые шахматные буквы и фигуры. 
Далее следуют странички для записи партий. Сначала ты будешь записывать по 6-10 ходов за урок. Затем все больше и больше. А в конце года ты сможешь сыграть и записать с партнером целую шахматную партию!",900 тг,4,Литера,2018 г.,9785407005575,Мягкий,3 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122563_1455303.jpeg
Блокнот шахматиста,Неизвестно,"Внутри этого блокнота вы найдёте таблицы для записи шахматных партий, турнирные таблицы, а также полезную справочную информацию. Блокнот шахматиста поможет юному игроку и поможет ему не только добиться успехов, но, возможно, и стать настоящим гроссмейстером!",500 тг,4,Проф-Пресс,2019 г.,9785378286478,Мягкий,5 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130800_1463176.jpeg
Блокнот юного шахматиста,Гринчик Н.,Неизвестно,700 тг,5,Питер,2019 г.,9785446112814,Мягкий,2 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132317_1464664.jpeg
Бодифлекс 2-ной эффект: похудей и будь здорова,Корпан М.,"У каждой девушки и женщины есть 2 мечты – похудеть, отлично выглядеть и не хворать. Новый комплекс автора бестселлеров Марины Корпан позволяет сбросить лишний вес и решить проблемы с женским здоровьем, если они есть. Методика похудения с помощью специального дыхания усилена простыми подручными средствами, которые позволяют добиться результата быстрее и проще. 25 упражнений с эластичным бинтом подробно описаны автором и иллюстрированы большими фотографиями и пошаговыми рисунками.Комментарии врача помогут понять физиологию и гармонично сочетать дыхательные упражнения и питание для достижения быстрейшего эффекта.",3 100 тг,2,Эксмо,2015 г.,9785699576678,160,Твердый,215 мм x 170 мм,13 мм,415 г.,http://www.bookcity.kz/content/images/thumbs/5026194_1346461.jpeg
Бодифлекс для лица и тела,Корпан М.,"Как похудеть без лишних усилий, сохранить молодость лица и тела? Авторитетный ответ вам дает Марина Корпан и ее авторская дыхательная методика Бодифлекс (БФ). Полное подарочное издание упражнений для лица и тела включает все ингредиенты успеха: простое дыхание БФ, комплексы для стройной фигуры и кислородную гимнастику для лица, иллюстрированные рецепты полезных блюд. Гарантированный результат – плоский живот, высокая грудь, бедра без галифе и красивый рельеф мышц, а также подтянутый овал лица, тонус мимических мышц и долгожданное избавление от возрастных изменений. Прийти к цели в кратчайшие сроки поможет 10-дневный план занятий и питания. Методика БФ Марины Корпан прошла проверку на базе центральных российских институтов физкультуры и спорта: безопасность и эффективность доказаны. Решитесь выглядеть великолепно! Начните дышать и стройнеть уже сегодня сами и подарите книгу подруге!",4 900 тг,2,Эксмо,2014 г.,9785699699636,176,Твердый,290 мм x 205 мм,15 мм,705 г.,http://www.bookcity.kz/content/images/thumbs/5043446_1366061.jpeg
Бокс в трех стойках. Учебно-методическое пособие для тренеров-преподавателей и боксеров высшей квалификации,"Селезнёв С.П., Качурин А.И.","В работе представлен комплекс специальных упражнений для обучения боксеров в трех стойках. Данные упражнения проверены многолетней практической работой и показали свою эффективность для подготовки боксеров высокого класса. Предполагаемая методика значительно обогатит и внесет многообразие в объем технических приемов бокса и может с успехом найти применение в практике бокса. Настоящая работа может быть рекомендована для подготовки боксеров-юношей, молодежи и взрослых. Эту работу целесообразно использовать со сборными командами различного уровня и профессионалами. Утверждено советом по издательской деятельности МГУПП.",8 400 тг,5,Спорт,2019 г.,9785950018206,Мягкий,5 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5131573_1463955.jpeg
Бокс. Учебник для институтов физической культуры,Градополов К.В.,Неизвестно,7 600 тг,3,Инсан,2010 г.,9785858400196,21 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5114451_1447576.jpeg
Бокс. Энциклопедия,Марков В.,"Второе издание энциклопедии является наиболее полным изданием, рассказывающим обо всех аспектах, людях (спортсменах, тренерах, журналистах, функционерах), соревнованиях любительского и профессионального мирового и российского бокса. После выхода первого издания прошло 12 лет, и за это время в спорте произошло много интересных событий, появились новые имена, прошло много соревнований. И все это авторы постарались учесть.",19 500 тг,0,"Человек, Олимпия",2011 г.,9785903639267,656,Твердый,290 мм x 205 мм,44 мм,1641 г.,http://www.bookcity.kz/content/images/thumbs/5090354_1428389.jpeg
Болгария. Путеводители с Дмитрием Крыловым,Крылов Д.,"Путеводитель от главного путешественника России! Преимущества книги: Максимальный охват городов по каждой стране. Мегакрасочно и ярко - около 1000 качественных фотоиллюстраций в каждой книге! Удобства: Легкая навигация в материале с помощью содержания, схем и указателей. О каком бы месте ни шла речь - всегда есть информация о том, как до него добраться самостоятельно. Даны подробные маршруты пешеходных прогулок по всем мало-мальски значимым городам. А ко всем маршрутам - есть карты.",4 800 тг,0,Эксмо,2011 г.,9785699485208,240,Мягкий,11 мм,335 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5002419_1324062.jpeg
Болгария. Путеводитель,Неизвестно,"Вы держите в руках путеводитель по Болгарии нового поколения. Вместе с ним вы изучите древние улочки Софии, Несебра и других живописных городов, полюбуетесь на таинственные монастыри, насладитесь болгарскими винами, совершите головокружительные спуски на горнолыжных курортах и не пропустите самые лучшие пляжи! Путеводитель написан легким, живым языком, вам обеспечены увлекательные прогулки. Вместе с описанием маршрутов вы найдете актуальную практическую информацию, подробные карты, множество иллюстраций. Оранжевый гид станет вашим незаменимым помощником и другом в Болгарии! Счастливого путешествия!",5 300 тг,0,2018 г.,9785040900657,424,Мягкий,1 мм,501 г.,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127360_1459848.jpeg
Болгария. Путеводитель,Тимофеев И.В.,"Вы держите в руках путеводитель по Болгарии нового поколения. Вместе с ним вы изучите древние улочки Софии, Несебра и других живописных городов, полюбуетесь на таинственные монастыри, насладитесь болгарскими винами, совершите головокружительные спуски на горнолыжных курортах и не пропустите самые лучшие пляжи! Путеводитель написан легким, живым языком, вам обеспечены увлекательные прогулки. Вместе с описанием маршрутов вы найдете актуальную практическую информацию, подробные карты, множество иллюстраций. Оранжевый гид станет вашим незаменимым помощником и другом в Болгарии! Счастливого путешествия!",5 000 тг,0,Эксмо,2018 г.,9785699971787,424,Мягкий,18 мм,425 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5061491_1402020.jpeg
Большая энциклопедия монет и банкнот,Кошевар Д.В.,"Одно из величайших изобретений человечества - деньги. Золотые, серебряные, медные, бронзовые - из каких только сплавов не чеканятся монеты. Они бывают круглые, квадратные и многоугольные, с гладким и волнистым краем, цельные и с отверстием внутри. Увлекаясь нумизматикой и изучая монеты, можно проследить, как изменялся наш мир на протяжении веков. Ведь в разных странах мира на денежные знаки во все времена помещали информацию, которая отражала их историю, культуру, быт и традиции.На страницах настоящего издания содержится исчерпывающая информация о тысячах монет, сопровождающаяся красочными иллюстрациями.",7 000 тг,2,АСТ,2017 г.,9785170998975,256,Твердый,25 мм,1050 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5110254_1444079.jpeg
Большая энциклопедия. Шахматы,Неизвестно,Неизвестно,6 400 тг,5,АСТ,2018 г.,9785171079468,Твердый,290 мм x 220 мм,18 мм,870 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5118000_1450902.jpeg
Больше. Суше. Сильнее. Простая наука о построении мужского тела,Мэттьюс М.,"Это одна из самых популярных книг по фитнессу, которая продалась более чем 200 000 копий по всему миру. Помимо разрушения стереотипов, которые навязывают нам фитнесс-клубы, она просто и понятно рассказывает как максимально просто правильно и быстро сделать фигуру мечты. Огромное колличество иллюстраций помогут вам повторять упражнения не совершая ошибок. Для кого эта книга: Для всех, кто решил заняться своим здоровьем, фигурой и спортом. Фишка книги: Майкл Мэттьюс - один из самых известных инструкторов в Америке, рассказал всю подноготную спортивного мира, и открыл все тайны и упражнения.",4 500 тг,1,Эксмо,2017 г.,9785699913152,336,Мягкий,135 мм x 163 мм,17 мм,435 г.,http://www.bookcity.kz/content/images/thumbs/5097767_1435740.jpeg
Борис Спасский. Шахматные лекции,Калиниченко Н.М.,"Борис Спасский - российский шахматист, международный гроссмейстер, десятый чемпион мира по шахматам. В недалёком прошлом - сильнейший шахматист мира, кардинально отличающийся от своих коллег универсальным стилем игры. Он привык выигрывать. Просто и красиво. В книге ""Шахматные лекции. Бориса Спасского"" автор, Николай Калиниченко, собрал и систематизировал бесценный материал - лучшие образцы наследия Бориса Васильевича. Большое количество щедро проиллюстрированных примеров позволит относительно легко разобраться в хитрых стратегических схемах, освоить тактику ""по Спасскому"", научиться его тонкому позиционному пониманию. Книга украсит собой коллекции как начинающих шахматистов, так и профессионалов.",7 500 тг,0,Эксмо,2017 г.,9785699803446,416,Твердый,260 мм x 170 мм,33 мм,885 г.,http://www.bookcity.kz/content/images/thumbs/5100530_1437240.jpeg
Брейк-данс с нуля. С чего начать. DVD,Сысоев А.А.,Неизвестно,2 150 тг,1,Не указано,2010 г.,9786010607361,Мягкий,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5005722_1327810.jpeg
Бридж для начинающих. Искусство побеждать,Теренс Р.,"Бридж - карточная игра, в которой выигрыш зависит от умения распорядиться полученными картами. Именно этому и учит автор книги Теренс Риз - признанный профессионал по игре в бридж. Подробно описывая стратегии игры, он учит вас выгодно торговаться и правильно вести записи игры. Теренс Риз не только откроет вам мир бриджа - увлекательнейшей игры, но и научит вас побеждать при любых, даже самых невыгодных раскладах.",950 тг,0,Центрполиграф,1997 г.,9785227022349,160,Твердый,200 мм x 130 мм,10 мм,205 г.,http://www.bookcity.kz/content/images/thumbs/5027620_1349753.jpeg
Бридж: лучшая игра без мяча: Учебник для начинающих,"Поташев М., Бруштунов В.","Бридж - одна из самых популярных в мире интеллектуальных игр. Этой игрой восхищались Уинстон Черчилль и Омар Шариф, Дэн Сяопин и Билл Гейтс. Во всем мире для политиков и дипломатов, военных и бизнесменов умение играть в бридж - одно из главных условий достижения успеха.К сожалению, в нашей стране мало знают об этой замечательной игре. Книга Максима Поташева и Витольда Бруштунова - лучший способ сделать первый шаг в мир бриджа, познакомиться с его историей и правилами.",4 500 тг,0,Омега-Л,2018 г.,9785370041907,246,Твердый,20 мм,395 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127850_1460344.jpeg
Бросая вызов притяжению. Экстремальные виды спорта,Коллери Ш.,БРОСАЯ ВЫЗОВ ПРИТЯЖЕНИЮ. ЭКСТРЕМАЛЬНЫЕ ВИДЫ СПОРТА (АСТ-ПРЕСС),900 тг,0,АСТ-Пресс,2015 г.,9785462013195,32,Мягкий,5 мм,120 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5022951_1343289.jpeg
Бросковый бой китайского спецназа + DVD,Шао Чан Хуа,Практическое руководство по бросковому бою. В основе авторской методики - многолетний опыт работы инструктором рукопашного боя с бойцами специальных подразделений.,2 800 тг,0,Феникс,2010 г.,9785222160374,128,Мягкий,215 мм x 170 мм,8 мм,190 г.,http://www.bookcity.kz/content/images/thumbs/5033130_1354473.jpeg
Брюс Ли. Путь совершенства,Ли Б.,"Эта книга откроет вам личность легендарного Брюса Ли во всей полноте и разносторонности. Культовый актер и режиссер, выдающийся мастер восточных единоборств неожиданно распахивает свой внутренний мир, в котором предстает как поэт, философ, писатель, хореограф, муж, отец и друг. Вы впервые познакомитесь с размышлениями Брюса о жизни и судьбе, о личном становлении и мироустройстве, с его поэтическим видением мира.

Китаец, рожденный в США, Ли имел уникальную возможность осмыслить две великие культурные традиции, Востока и Запада. Он обращался к мудрецам Индии и Китая, мыслителям Древней Греции и современности. Однако вершиной познания и собственным призванием он считал искусство – ""видимую музыку души"".",4 500 тг,5,Эксмо,2019 г.,9785040979110,Твердый,24 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126151_1458659.jpeg
Будапешт. Путеводитель + карта,"Кузьмичева С., Кузьмичев О.","Вы держите в руках путеводитель нового поколения! Он, словно живой, с воодушевлением раскроет перед вами город, который знает наизусть. Выбирайте маршруты прогулок на свой вкус: Будапешт романтический или мифический? А может, королевский? Прогуляйтесь по еврейскому кварталу, загляните в укромные местечки для настоящих гурманов и покажите детям все, что этот город может их порадовать. А для любителей великих и талантливых - эксклюзивный маршрут прогулки по любимым местам Ференца Листа. В новом издании путеводителя любимой серии - обновленная навигация, приложение в виде удобной карты города, а еще новые полезные советы - чем заняться в городе во время дождя, что можно сделать абсолютно бесплатно и многие другие. Размер карты: 50см х 38 см.",5 300 тг,0,Эксмо,2018 г.,9785699945467,384,Мягкий,17 мм,515 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5061428_1401957.jpeg
Бухарест. Путеводитель,Тарп К.,"Наш карманный путеводитель, незаменимый для тех, у кого мало времени, но есть страсть к путешествиям, знакомит со столицей Румынии, противоречивым, но неизменно элегантным Бухарестом, некогда называемым Парижем в миниатюре. Город контрастов и парадоксов, состоящий из многочисленных архитектурных пластов, принадлежащих к разным эпохам и культурам, символ преодоления всех невзгод, он прекрасен весной и осенью и незабываем зимой. Здесь кипит радость, здесь заряжаются энергией, здесь рождается вера в вечное торжество жизни! Посетить магазины, изведать жизнь ночного Бухареста, совершить загородные прогулки в Могошоаю, Снагов и Синаю вам помогут подробные карты и сведения о местном транспорте. Ничего лишнего. Только вы и Бухарест!",1 300 тг,0,Гранд-Фаир,2009 г.,9785818315027,144,Мягкий,165 мм x 120 мм,6 мм,116 г.,http://www.bookcity.kz/content/images/thumbs/5007599_1328814.jpeg
"В погоне за искусством. 52 маршрута, чтобы вдохновиться самыми необычными культурами мира",Иванова Ю.А.,"Опытные путешественники Lonely Planet открыли самые интересные маршруты по знаковым культурным местам мира - от Барселоны Гауди до Пекинской оперы. С книгой вы проживете 52 захватывающих приключения в разных частях света. Прогуляетесь по дитературным пейзажам Кейп-Кода, познакомитесь с искусством аборигенов в Австралии, узнаете легенды Старого Гонконга, пройдетесь по следам викингов, посмотрите Мадрид глазами художника и многое другое. Авторы делятся практическими советами как добраться и где остановиться.",11 200 тг,0,Эксмо,2019 г.,9785040992584,Твердый,20 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128427_1460911.jpeg
В поисках Константинополя. Путеводитель по византийскому Стамбулу и окресностям,Иванов С.,"С этим путеводителем в руках вы сможете увидеть такие достопримечательности, которые не упоминаются в обычных гайдах по Стамбулу: найдете церковь IV в. в автомеханической мастерской, коридор древнего монастыря в нынешней дворницкой и дворцовые подземелья в магазине ковров. Эта книга приведет вас к романтичным византийским руинам на необитаемых островах Принцева архипелага и к прекрасно сохранившимся храмам на Мраморном море, где нет толп туристов.",7 200 тг,5,Вокруг света,2011 г.,9785986523828,752,35 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5006592_1327443.jpeg
Варшава. Путеводитель,"Ольховик-Адамовска Л., Лавецки Т.","Компактные и красочные путеводители издательства ""Томас Кук"" известны во всем мире. Они предлагают путешественникам маршруты, полные красот и чудес, сопровождая их исчерпывающей информацией и дельными советами, позволяющими туристу самостоятельно знакомиться с историей, традициями и культурой разных стран, осматривать достопримечательности, ходить по магазинам, наслаждаться местной кухней, планировать свой досуг. С этим путеводителем вас ждет увлекательное путешествие по Варшаве. Этот путеводитель проведет вас по столице Польши, Варшаве, чья удивительная атмосфера привлекает сюда множество туристов. Внешний вид города отражает великую историю страны. Возродившийся из пепла, он быстро превращается в европейский политический, торговый и культурный центр. Красивейшие улицы и площади, величественные памятники, роскошные дворцы, десятки музеев с богатейшими коллекциями произведений искусства - Варшава никого не оставит равнодушным. Это город, куда хочется вернуться снова. ...",2 900 тг,0,Гранд-Фаир,2007 г.,9785818312408,192,Мягкий,200 мм x 145 мм,10 мм,327 г.,http://www.bookcity.kz/content/images/thumbs/5084713_1423683.jpeg
Ватикан,Низовский А.Ю.,"Суверенное государство Град Ватикан является крупнейшим центром христианства. Для современного человека христианство значимо не только потому, что это мировая религия. На протяжении двух тысяч лет оно играло и продолжает играть огромную роль в истории мировой культуры. Автор приглашает читателя совершить увлекательное путешествие по грандиозному архитектурному комплексу, где храмы, дворцы и крепостные сооружения сочетаются с произведениями садово-паркового искусства, и знаменитым Ватиканским музеям, которые в 2006 году отметили свое 500-летие.",2 400 тг,1,Вече,2006 г.,9785953316521,160,Твердый,290 мм x 205 мм,10 мм,671 г.,http://www.bookcity.kz/content/images/thumbs/5011616_1333240.jpeg
Ваш первый ход. Шахматы для начинающих,Сокольский А.,"""Ваш первый ход"" - учебник шахматной игры для начинающих известного шахматного мастера, заслуженного тренера СССР А.П.Сокольского. Алексей Павлович Сокольский был исследователем и теоретиком, одним из считанных шахматистов на Земле, именем которого назван дебют. Долгие годы являлся тренером и секундантом прославленного гроссмейстера Исаака Болеславского, а также педагогом, работавшим с молодыми игроками. Эта книга - последняя работа автора, своеобразный итог его исследовательских и педагогических трудов. Книга рассчитана на массового читателя.",4 500 тг,0,Русский шахматный дом,2016 г.,9785946933384,376,Твердый,26 мм,375 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5089444_1427753.jpeg
Ваш персональный фитнесс-инструктор. Программа для женщин. DVD,Хвалынский Г.,"Вы решили обзавестись фигурой своей мечты и записались в фитнес-клуб. С чего начать? Как построить программу занятий? Как не заблудиться в железных ""джунглях"" тренажеров? К сожалению, не у всех есть возможность тренироваться с персональным инструктором. Мы предлагаем вам начальный базовый тренинг - подробнейшую программу фитнес-тренировок, рассчитанную на три тренировочных дня в неделю. Каждая тренировка включает: кардиоразминку (беговая дорожка, степпер или велоэргометр), суставную разминку, комплексы силовых упражнений для различных групп мышц, скручивания, кардиозаминку и растяжку. Результаты тренировок: •  Улучшение кардио-респираторной выносливости. •  Стабильное сжигание жира, гармонизация пропорций, коррекция проблемных зон. •  Коррекция проблем опорно-двигательного аппарата, коррекция осанки, развитие гибкости и подвижности в суставах. •  Устойчивость к стрессам и депрессиям.",1 850 тг,0,Видеогурман,2010 г.,4620006526517,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5028448_1352865.jpeg
Ваш решающий ход. Учебник шахматной комбинации. Практикум,Нейштадт Я.,"Литератор, теоретик и историк шахмат Яков Нейштадт написал много замечательных книг. В их числе ""Шахматы до Стейница"", ""Первый чемпион мира"", ""По следам дебютных катастроф"", ставшие уже классикой. Перед вами капитально переработанная автором версия его книг ""Шахматный практикум"" и ""Шахматный практикум-2"", дополненная современными примерами. Эта работа о комбинации - фундаментальный учебник, адресованный широкому кругу любителей шахмат, и сборник заданий для самостоятельного совершенствования. Читателю предоставляется возможность проверить свое тактическое зрение и способность расчета.",6 000 тг,4,Русский шахматный дом,2014 г.,9785946933810,320,Твердый,215 мм x 145 мм,22 мм,490 г.,http://www.bookcity.kz/content/images/thumbs/5097004_1435009.jpeg
Великобритания и Ирландия. Кулинарный путеводитель,Митрофанова Н.,"""Великобритания и Ирландия. Кулинарный путеводитель"" - это оригинальное сочетание путеводителя, разговорника, гастрономического словаря и поваренной книги. Издание посвящено культуре питания Великобритании и Ирландии, в которой отражается все многообразие национальной истории и традиций. Книга будет интересна не только путешественникам и гурманам, но и всем изучающим английский язык и интересующимся культурой Великобритании и Ирландии.",1 400 тг,0,Живой язык,2006 г.,9785803302124,224,Мягкий,140 мм x 100 мм,10 мм,109 г.,http://www.bookcity.kz/content/images/thumbs/5037486_1359307.jpeg
Великое искушение. Путешествия в поиске наслаждений,Неизвестно,"ИДЕАЛЬНЫЙ ПОБЕГЭлитные впечатления. Райские пляжи. Завораживающая архитектура. Перед вами книга о богатстве этого мира, лучших уголках планеты, которые доставят максимум эстетического удовольствя, вдохновят на самое приятное путешествие в вашей жизни. Лучшие места для самых романтических, музыкальных, гастрономических и экстремально диких впечатлений. Отдых, который вы заслужили!",15 600 тг,4,Эксмо,2018 г.,9785699818433,320,Твердый,1 мм,501 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5124242_1456902.jpeg
Великолепная фигура без усилий за 15 минут в день,Дубровская С.В.,"Каждый человек хочет иметь привлекательную стройную фигуру. К сожалению, напряженный график нашей жизни может помешать вам регулярно посещать спортивный комплекс, готовить вкусные малокалорийные блюда, следить за колебаниями массы тела. Рекомендации, которые вы найдете в данной книге, позволят повысить вашу привлекательность и обрести стройное упругое тело, потратив на занятия не более 15 минут в день. Эффект от выполняемых упражнений и диеты будет отсроченным по времени, но при этом устойчивым. После регулярных тренировок и соблюдения правильного пищевого режима через несколько месяцев ваша фигура станет почти идеальной. А рецепты вкусных и полезных блюд облегчат тяжкое бремя диеты.",550 тг,0,Центрполиграф,2010 г.,9785952446885,160,Мягкий,200 мм x 130 мм,8 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5042051_1364321.jpeg
Великолепная фигура за 10 минут в день,Савельева Ю.                                                            ,"Сейчас, когда в моде стройные и подтянутые фигурки, большинство женщин и девушек озабочены проблемой похудения. Решают ее по-разному: садятся на диету, прибегают к помощи хирургов, ходят в спортклуб, начинают раздельно питаться... Способов похудеть - масса, но все они рассчитаны на довольно длительный период времени - месяц, два, полгода... А так хочется стать стройной БЫСТРО. Неужели нет никакого выхода из этой ситуации? Есть! В книге ""Великолепная фигура за 10 минут"" содержатся все основные сведения о похудении. Воспользовавшись советами, содержащимися в ней, вы сможете выбрать для себя оптимальный способ уменьшения веса, который в кратчайшие сроки сделает вашу фигуру совершенной.",1 300 тг,0,Т8 RUGRAM,2017 г.,9785521051748,64,Мягкий,215 мм x 145 мм,4 мм,100 г.,http://www.bookcity.kz/content/images/thumbs/5109543_1440088.jpeg
